Genome Name,Data could not be classified,Amikacin,Tobramycin,Gentamycin,Imipenem,Meropenam,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/sulfamethoxazole,Ampicillin/sulbactam,Colistin,polymyxin B,Tetracycline,Doxicycline ,Minocycline,
Acinetobacter baumannii strain MRSN7238,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7239,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7240,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7241,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7243,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,Susceptible,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7245,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7247,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7248,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7249,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7250,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7251,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7252,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7253,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7255,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7256,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7257,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,NA,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7258,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7259,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7261,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7262,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7263,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7267,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7269,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7270,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7272,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7273,Possible MDR,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7274,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7277,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7278,Possible MDR,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7279,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7280,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7281,Possible MDR,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7282,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7284,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7285,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7286,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7289,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7290,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7291,Possible MDR,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7293,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7294,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7296,Possible MDR,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7297,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7298,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7299,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,Susceptible,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7303,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,Susceptible,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7304,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7305,Possible MDR,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7306,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7308,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7309,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7310,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7311,Possible MDR,Susceptible,NA,Resistant,Susceptible,NA,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7314,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7316,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7318,Possible MDR,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7321,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7322,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7323,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7324,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7326,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7327,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,Susceptible,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7328,Possible MDR,Susceptible,NA,Resistant,Susceptible,NA,Susceptible,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7330,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7331,Possible MDR,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7336,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7338,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7342,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7343,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7344,Possible MDR,Susceptible,NA,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7349,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7350,Possible MDR,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7351,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7352,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7353,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7354,Possible MDR,Susceptible,NA,Resistant,Susceptible,Susceptible,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7355,Possible MDR,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7356,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7357,Possible MDR,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7359,Possible MDR,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7360,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7361,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7362,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7363,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7364,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7365,Possible MDR,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7366,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7367,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7370,Possible MDR,Susceptible,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7372,Possible MDR,Susceptible,NA,Resistant,Susceptible,Susceptible,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7373,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7375,Possible MDR,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7376,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7377,Possible MDR,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7378,Possible MDR,Susceptible,Resistant,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7379,Possible MDR,Susceptible,NA,Resistant,Susceptible,Susceptible,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7380,Possible MDR,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7381,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7382,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7383,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7385,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7386,Possible MDR,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7387,Possible MDR,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7388,Possible MDR,Susceptible,NA,Resistant,NA,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7389,Possible MDR,Susceptible,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7390,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7391,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,NA,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7392,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,NA,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7393,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7394,Possible MDR,Susceptible,NA,Resistant,Resistant,Susceptible,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7397,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7398,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7401,Possible MDR,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7402,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7403,Possible MDR,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7404,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7405,Possible MDR,Resistant,Susceptible,NA,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7406,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
